typicaled,occupation,lessthanhs,hsdiploma,somecollege,associates,bachelors,masters,professional,hsorless,somecollegeorassociates,postgrad,TOT_EMP,A_MEDIAN,natlwage,workexp,probability,total,reveal,sum_tot_emp,weight,mean_prob,
Associate's degree,Chemical Technicians,2.9,22.1,25.8,14.7,25.6,5.2,3.7,25,40.5,8.9,64550,47280,3292695500,None,57,65500,4,1869840,0.03452167,50.06446167,
Associate's degree,Dietetic Technicians,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,33370,26500,988085700,None,13,32190,4,1869840,0.017846447,50.06446167,
Associate's degree,Electro-Mechanical Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,13050,56740,776344500,None,81,12730,4,1869840,0.006979207,50.06446167,
Associate's degree,Medical Equipment Repairers,3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,43670,48820,2282194200,None,27,42200,4,1869840,0.023354939,50.06446167,
Associate's degree,Nuclear Technicians,3.4,22.4,21.9,16.8,26,6.4,3,25.8,38.7,9.4,6850,80370,548000000,None,85,4490,4,1869840,0.003663415,50.06446167,
Associate's degree,Air Traffic Controllers,0.6,9.5,32.6,14.7,34.5,6.9,1.1,10.1,47.3,8,22790,124540,2740725400,None,11,20330,4,1869840,0.012188209,50.06446167,
Associate's degree,Architectural and Civil Drafters,0.8,11.1,28,32.8,22.8,3.9,0.6,11.9,60.8,4.5,95960,52870,5288355600,None,52,96780,4,1869840,0.051319899,50.06446167,
Associate's degree,Aerospace Engineering and Operations Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,11710,67240,835391400,None,48,8470,4,1869840,0.006262568,50.06446167,
Associate's degree,Geological and Petroleum Technicians,3.4,22.4,21.9,16.8,26,6.4,3,25.8,38.7,9.4,14820,54190,940329000,None,91,14570,4,1869840,0.007925812,50.06446167,
Associate's degree,Industrial Engineering Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,65020,54280,3758806200,None,3,60810,4,1869840,0.034773029,50.06446167,
Associate's degree,Diagnostic Medical Sonographers,1.3,6.1,17.1,43.2,26.7,4,1.6,7.4,60.3,5.6,68750,71410,5032500000,None,35,65790,4,1869840,0.036767852,50.06446167,
Associate's degree,Physical Therapist Assistants,1.5,6.1,13.4,51.8,23.5,2.4,1.4,7.6,65.2,3.8,90170,57430,5195595400,None,1.8,85590,4,1869840,0.048223377,50.06446167,
Associate's degree,Environmental Engineering Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,17590,50230,942999900,None,25,16500,4,1869840,0.009407222,50.06446167,
Associate's degree,Electrical and Electronics Drafters,0.8,11.1,28,32.8,22.8,3.9,0.6,11.9,60.8,4.5,26060,59690,1660543200,None,81,26750,4,1869840,0.013937021,50.06446167,
Associate's degree,Occupational Therapy Assistants,0,0.7,6.1,75.7,15.4,1.3,0.8,0.7,81.8,2.1,41650,59310,2476925500,None,2.8,38170,4,1869840,0.022274633,50.06446167,
Associate's degree,Respiratory Therapists,0.3,1.2,12.7,54.4,27.6,2.8,1,1.5,67.1,3.8,128250,59710,7927132500,None,6.6,126820,4,1869840,0.068588756,50.06446167,
Associate's degree,Respiratory Therapy Technicians,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,9600,50350,488640000,None,10,10150,4,1869840,0.005134129,50.06446167,
Associate's degree,Cardiovascular Technologists and Technicians,1.3,6.1,17.1,43.2,26.7,4,1.6,7.4,60.3,5.6,56130,55270,3213442500,None,23,53480,4,1869840,0.030018611,50.06446167,
Associate's degree,Mechanical Engineering Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,43390,55360,2524430200,None,38,45360,4,1869840,0.023205194,50.06446167,
Associate's degree,Paralegals and Legal Assistants,1,10.6,24.1,20,34.9,6.2,3.2,11.6,44.1,9.4,290410,50410,15656003100,None,94,266740,4,1869840,0.155312754,50.06446167,
Associate's degree,Agricultural and Food Science Technicians,8.3,22.3,25,13.7,24.8,4.1,1.8,30.6,38.7,5.9,21120,39910,906259200,None,97,20190,4,1869840,0.011295084,50.06446167,
Associate's degree,Forest and Conservation Technicians,3.2,15,21,13.5,32.3,11.5,3.5,18.2,34.5,15,30570,36130,1197732600,None,42,29300,4,1869840,0.016348992,50.06446167,
Associate's degree,Desktop Publishers,2.1,18.5,28.4,13.1,28.5,8.2,1.2,20.6,41.5,9.4,12000,42350,542040000,None,16,12820,4,1869840,0.006417661,50.06446167,
Associate's degree,Nuclear Medicine Technologists,1.3,6.1,17.1,43.2,26.7,4,1.6,7.4,60.3,5.6,18930,75660,1470103800,None,13,19630,4,1869840,0.010123861,50.06446167,
Associate's degree,Electrical and Electronics Engineering Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,128320,63660,8249692800,None,84,130530,4,1869840,0.068626193,50.06446167,
Associate's degree,Mechanical Drafters,0.8,11.1,28,32.8,22.8,3.9,0.6,11.9,60.8,4.5,58190,55130,3383748500,None,68,63620,4,1869840,0.03112031,50.06446167,
Associate's degree,Radiation Therapists,0,2.7,8.9,31.7,45.9,8.2,2.6,2.7,40.6,10.8,17250,80570,1469527500,None,34,17130,4,1869840,0.009225388,50.06446167,
Associate's degree,Avionics Technicians,1.6,16.5,34.5,31.2,13.7,1.4,1.1,18.1,65.7,2.5,18620,62650,1185163000,None,70,16140,4,1869840,0.009958071,50.06446167,
Associate's degree,Embalmers,3.5,31.5,22.8,17.1,20.1,4.5,0.6,35,39.9,5.1,4200,42780,189168000,None,54,3070,4,1869840,0.002246181,50.06446167,
Associate's degree,Broadcast Technicians,1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,30390,39060,1420124700,None,74,30310,4,1869840,0.016252728,50.06446167,
Associate's degree,Dental Hygienists,0.4,2.2,8.1,51.5,32.8,2.4,2.5,2.6,59.6,4.9,211600,74070,15802288000,None,68,204990,4,1869840,0.113164763,50.06446167,
Associate's degree,Civil Engineering Technicians,3.5,22.4,31,22.6,17.1,2.9,0.6,25.9,53.6,3.5,71430,51620,3828648000,None,75,72160,4,1869840,0.03820113,50.06446167,
Associate's degree,Veterinary Technologists and Technicians,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,103430,33400,3590055300,None,2.9,99400,4,1869840,0.055314893,50.06446167,
Bachelor's degree,Accountants and Auditors,0,4,7.6,9.2,55.6,20.8,2.8,4,16.8,23.6,1241000,69350,96698720000,None,94,1246530,5,18399270,0.067448328,20.48631844,
Bachelor's degree,Actuaries,0,0,1.2,1.5,62.1,24.9,10.3,0,2.7,35.2,19210,101560,2206268500,None,21,19550,5,18399270,0.001044063,20.48631844,
Bachelor's degree,Financial Analysts,0.5,2.6,6,3.5,50.8,33.2,3.4,3.1,9.5,36.6,294110,84300,29243357300,None,23,271960,5,18399270,0.015984873,20.48631844,
Bachelor's degree,Administrative Services Managers,2.1,17.9,26.1,12.1,29.7,10.3,1.7,20,38.2,12,270100,94020,27922938000,Less than 5 years,73,266270,5,18399270,0.01467993,20.48631844,
Bachelor's degree,Adult Basic and Secondary Education and Literacy Teachers and Instructors,1.8,10.2,18.4,8.5,35.9,20.5,4.7,12,26.9,25.2,60670,52100,3446056000,None,19,55900,5,18399270,0.003297413,20.48631844,
Bachelor's degree,Advertising and Promotions Managers,0.7,5,11.1,4.4,62.7,13.3,2.8,5.7,15.5,16.1,28100,106130,3481028000,Less than 5 years,3.9,28080,5,18399270,0.001527235,20.48631844,
Bachelor's degree,Dietitians and Nutritionists,2.5,12.2,9.9,4,37.5,27.3,6.6,14.7,13.9,33.9,62980,59410,3788247000,None,0.39,61430,5,18399270,0.003422962,20.48631844,
Bachelor's degree,Compensation and Benefits Managers,0.2,7.4,13.7,8.4,47.2,22.8,0.4,7.6,22.1,23.2,15520,119120,2017755200,5 years or more,96,15100,5,18399270,8.44E-04,20.48631844,
Bachelor's degree,Aerospace Engineers,0.7,1.8,6.7,4.6,49.1,31.9,5.3,2.5,11.3,37.2,65760,113030,7582128000,None,1.7,58500,5,18399270,0.003574055,20.48631844,
Bachelor's degree,Biomedical Engineers,0,2.6,3.6,16.3,43.7,25.8,8.1,2.6,19.9,33.9,20100,88040,1868697000,None,3.7,20360,5,18399270,0.001092435,20.48631844,
Bachelor's degree,Agricultural Engineers,0,2.6,3.6,16.3,43.7,25.8,8.1,2.6,19.9,33.9,1770,74780,138006900,None,49,1410,5,18399270,9.62E-05,20.48631844,
Bachelor's degree,Agricultural Inspectors,9.4,18.3,20.2,13.6,32.1,4.6,1.8,27.7,33.8,6.4,13960,43390,627222800,None,94,13710,5,18399270,7.59E-04,20.48631844,
Bachelor's degree,Writers and Authors,0.8,3.1,9.6,3.7,50.5,24.1,8.2,3.9,13.3,32.3,45300,61820,3267036000,None,3.8,44700,5,18399270,0.002462054,20.48631844,
Bachelor's degree,Editors,0.6,3.3,10,3.5,55.9,21.2,5.6,3.9,13.5,26.8,96890,58770,6610804700,Less than 5 years,5.5,97150,5,18399270,0.00526597,20.48631844,
Bachelor's degree,Management Analysts,0.7,4.8,11.5,4.7,42.3,28.7,7.3,5.5,16.2,36,659200,82450,61595648000,Less than 5 years,13,619430,5,18399270,0.035827508,20.48631844,
Bachelor's degree,Reporters and Correspondents,0.7,2.3,8.5,3.9,61.4,20.8,2.4,3,12.4,23.2,38790,39370,1999624500,None,11,40080,5,18399270,0.002108236,20.48631844,
Bachelor's degree,Electrical Engineers,0.7,3.2,8.5,8.1,49.3,24.1,6.1,3.9,16.6,30.2,183370,95060,18259984600,None,10,183780,5,18399270,0.009966156,20.48631844,
Bachelor's degree,Marine Engineers and Naval Architects,2.1,6.2,7.7,8.9,53.1,20.2,1.8,8.3,16.6,22,10960,90970,1062133600,None,1,7220,5,18399270,5.96E-04,20.48631844,
Bachelor's degree,Market Research Analysts and Marketing Specialists,0.7,3.8,9.4,5.3,54.3,23.4,3.1,4.5,14.7,26.5,596450,63230,42616352500,None,61,547820,5,18399270,0.032417047,20.48631844,
Bachelor's degree,Animal Scientists,0,0,0,0,53.5,30,16.5,0,0,46.5,2550,60760,175542000,None,6.1,2090,5,18399270,1.39E-04,20.48631844,
Bachelor's degree,Marketing Managers,0.9,7.4,15.7,6.5,50.5,17.4,1.6,8.3,22.2,19,218970,132230,31886411400,5 years or more,1.4,205900,5,18399270,0.011901016,20.48631844,
Bachelor's degree,Occupational Health and Safety Specialists,1.9,11.4,14.2,7.8,36.8,25,2.8,13.3,22,27.8,81330,71780,5985888000,None,17,76640,5,18399270,0.004420284,20.48631844,
Bachelor's degree,Appraisers and Assessors of Real Estate,0.7,11.2,24.8,9.6,42.8,9,2,11.9,34.4,11,58880,54010,3581670400,None,90,60500,5,18399270,0.003200127,20.48631844,
Bachelor's degree,Emergency Management Directors,0,3.6,22.3,10.8,40,22.4,0.9,3.6,33.1,23.3,9560,72760,775698400,5 years or more,0.3,9540,5,18399270,5.20E-04,20.48631844,
Bachelor's degree,Architectural and Engineering Managers,0.8,3.5,6.9,4.2,45.1,33.8,5.8,4.3,11.1,39.6,179990,137720,26330737100,5 years or more,1.7,177540,5,18399270,0.009782453,20.48631844,
Bachelor's degree,Cartographers and Photogrammetrists,0.9,4.3,8.9,6.3,65.8,11,2.8,5.2,15.2,13.8,11440,63990,770941600,None,88,11940,5,18399270,6.22E-04,20.48631844,
Bachelor's degree,Art Directors,2.5,11.3,18.7,8.4,46.4,11.3,1.4,13.8,27.1,12.7,38110,92500,3944766100,5 years or more,2.3,36120,5,18399270,0.002071278,20.48631844,
Bachelor's degree,Environmental Engineers,0.2,4.5,4.6,3.5,47.2,34.4,5.5,4.7,8.1,39.9,52640,86800,4799715200,None,1.8,52300,5,18399270,0.002860983,20.48631844,
Bachelor's degree,Mechanical Engineers,0.8,3.8,9.1,9.8,51.9,21.1,3.5,4.6,18.9,24.6,291290,85880,26653035000,None,1.1,285840,5,18399270,0.015831606,20.48631844,
Bachelor's degree,Athletic Trainers,1.9,11.4,14.2,7.8,36.8,25,2.8,13.3,22,27.8,25010,46630,1216236300,None,0.71,23960,5,18399270,0.001359293,20.48631844,
Bachelor's degree,Atmospheric and Space Scientists,0,1.9,4.4,2.7,45,27.5,18.5,1.9,7.1,46,8940,92070,837767400,None,67,8960,5,18399270,4.86E-04,20.48631844,
Bachelor's degree,Interpreters and Translators,2.7,12.2,18.7,13.5,32.6,15.6,4.7,14.9,32.2,20.3,53150,47190,2752638500,None,38,49810,5,18399270,0.002888702,20.48631844,
Bachelor's degree,Audio-Visual and Multimedia Collections Specialists,0.4,5,7.2,4.7,30.3,42.9,9.5,5.4,11.9,52.4,10430,48590,534954700,Less than 5 years,39,9960,5,18399270,5.67E-04,20.48631844,
Bachelor's degree,Credit Counselors,1.1,14.3,24.4,9.7,40.1,9,1.3,15.4,34.1,10.3,35900,44710,1775614000,None,4,27140,5,18399270,0.001951164,20.48631844,
Bachelor's degree,Chemists,0.5,2,2.7,1.2,53,21.7,18.8,2.5,3.9,40.5,84400,74740,6909828000,None,10,84580,5,18399270,0.004587139,20.48631844,
Bachelor's degree,Chief Executives,1.5,9,14.7,5.4,39.8,22.3,7.4,10.5,20.1,29.7,210160,183270,41201868000,5 years or more,1.5,223270,5,18399270,0.011422192,20.48631844,
Bachelor's degree,Training and Development Managers,0.5,6.1,15.9,10.4,39.8,23,4.3,6.6,26.3,27.3,34500,108250,4060305000,5 years or more,0.63,32850,5,18399270,0.001875074,20.48631844,
Bachelor's degree,Fashion Designers,2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,18940,67420,1493797800,None,2.1,18710,5,18399270,0.001029389,20.48631844,
Bachelor's degree,Database Administrators,0.7,5.7,12.5,8.8,45.1,24.2,3,6.4,21.3,27.2,113690,87020,10124094500,None,3,113730,5,18399270,0.006179049,20.48631844,
Bachelor's degree,Purchasing Managers,0.8,10.8,19.2,7.7,39.9,18.5,3.1,11.6,26.9,21.6,70430,115760,8579078300,5 years or more,3,70270,5,18399270,0.003827869,20.48631844,
Bachelor's degree,Microbiologists,0,0,0,0,47.5,31.4,21,0,0,52.4,21870,69960,1714608000,None,1.2,19620,5,18399270,0.001188634,20.48631844,
Bachelor's degree,Film and Video Editors,1.4,5.6,17.1,10.8,54.1,10.1,1,7,27.9,11.1,30770,61180,2583141500,None,31,29570,5,18399270,0.001672349,20.48631844,
Bachelor's degree,Clergy,2.7,6.6,11.3,4.3,25.3,35.1,14.7,9.3,15.6,49.8,49850,47100,2532380000,None,0.81,49100,5,18399270,0.002709347,20.48631844,
Bachelor's degree,Financial Examiners,0,4.9,6.4,6.7,58.8,21.4,1.8,4.9,13.1,23.2,52580,81690,4825792400,None,17,47650,5,18399270,0.002857722,20.48631844,
Bachelor's degree,Financial Managers,1.1,10,17.6,7.9,41.2,19.7,2.5,11.1,25.5,22.2,569380,125080,81723111400,5 years or more,6.9,543290,5,18399270,0.030945793,20.48631844,
Bachelor's degree,Geographers,0,3,5.5,2.4,35.6,38.7,14.9,3,7.9,53.6,1400,76860,107506000,None,25,770,5,18399270,7.61E-05,20.48631844,
Bachelor's degree,Construction Managers,6.9,25.3,24.5,8.4,28.2,5.8,0.8,32.2,32.9,6.6,263480,91370,26611480000,None,7.1,249690,5,18399270,0.014320133,20.48631844,
Bachelor's degree,Hydrologists,0,0,0,0,52.4,36.3,11.3,0,0,47.6,6350,79990,535241500,None,1.4,5990,5,18399270,3.45E-04,20.48631844,
Bachelor's degree,Biological Technicians,5.7,14.1,18.9,16.4,31.1,8.7,5.1,19.8,35.3,13.8,74980,43800,3554801800,None,30,74250,5,18399270,0.004075162,20.48631844,
Bachelor's degree,Recreational Therapists,0.8,5.7,6.8,7.2,65.3,12.3,1.7,6.5,14,14,18490,47680,918398300,None,0.28,18080,5,18399270,0.001004931,20.48631844,
Bachelor's degree,Museum Technicians and Conservators,0.6,5.5,8.5,3.7,30.8,42.7,8.3,6.1,12.2,51,12290,40670,552681300,None,59,10790,5,18399270,6.68E-04,20.48631844,
Bachelor's degree,Music Directors and Composers,3.5,13.8,20.4,4.9,32.8,19.5,5.1,17.3,25.3,24.6,15400,50590,946946000,Less than 5 years,1.5,18090,5,18399270,8.37E-04,20.48631844,
Bachelor's degree,Registered Nurses,0.3,1,5,33,49.6,9.2,1.8,1.3,38,11,2906840,70000,2.13798E+11,None,0.9,0,5,18399270,0.157986703,20.48631844,
Bachelor's degree,Broadcast News Analysts,0.7,2.3,8.5,3.9,61.4,20.8,2.4,3,12.4,23.2,5700,62910,503025000,None,6.7,4460,5,18399270,3.10E-04,20.48631844,
Bachelor's degree,Network and Computer Systems Administrators,0.4,7.2,23.3,15.1,40.7,12,1.2,7.6,38.4,13.2,375040,81100,32380953600,None,3,376820,5,18399270,0.020383417,20.48631844,
Bachelor's degree,Forensic Science Technicians,3.2,15,21,13.5,32.3,11.5,3.5,18.2,34.5,15,15070,57850,922585400,None,0.95,14350,5,18399270,8.19E-04,20.48631844,
Bachelor's degree,Budget Analysts,0.4,6.4,13,7,42.6,26.4,4.2,6.8,20,30.6,54550,75240,4291994000,None,94,52450,5,18399270,0.002964792,20.48631844,
Bachelor's degree,Nuclear Engineers,0.4,2.9,7.8,6.9,47.9,26.9,7.2,3.3,14.7,34.1,16700,105810,1818797000,None,7,13790,5,18399270,9.08E-04,20.48631844,
Bachelor's degree,Fish and Game Wardens,2.2,21.3,26.3,15,29.8,5.4,0,23.5,41.3,5.4,6020,56410,352591400,None,8,5610,5,18399270,3.27E-04,20.48631844,
Bachelor's degree,Foresters,0,0,0,0,76.5,18.8,4.7,0,0,23.5,8300,60120,512193000,None,0.81,7920,5,18399270,4.51E-04,20.48631844,
Bachelor's degree,Surveyors,0.9,4.3,8.9,6.3,65.8,11,2.8,5.2,15.2,13.8,43430,61140,2835979000,None,38,43300,5,18399270,0.00236042,20.48631844,
Bachelor's degree,Industrial Engineers,0.7,7,12.5,8.6,50.8,18.4,2.1,7.7,21.1,20.5,265520,85880,23987076800,None,2.9,256560,5,18399270,0.014431007,20.48631844,
Bachelor's degree,Compliance Officers,1.1,7.9,18.1,8.4,40.4,17.1,7,9,26.5,24.1,287130,67870,20541280200,None,8,266710,5,18399270,0.01560551,20.48631844,
Bachelor's degree,Technical Writers,0.4,5.3,9.8,6.3,48.9,21.8,7.5,5.7,16.1,29.3,49960,70930,3719022400,Less than 5 years,89,49760,5,18399270,0.002715325,20.48631844,
Bachelor's degree,Materials Scientists,0.5,2,2.7,1.2,53,21.7,18.8,2.5,3.9,40.5,7470,99530,761267700,None,2.1,6830,5,18399270,4.06E-04,20.48631844,
Bachelor's degree,Cost Estimators,2.7,23.1,27.7,11.6,29.9,4.4,0.6,25.8,39.3,5,210900,63110,14429778000,None,57,214590,5,18399270,0.011462411,20.48631844,
Bachelor's degree,Food Scientists and Technologists,0,0,0,0,53.5,30,16.5,0,0,46.5,15020,63660,1081289800,None,7.7,12430,5,18399270,8.16E-04,20.48631844,
Bachelor's degree,Operations Research Analysts,0.4,5.8,13.3,6.2,41.1,28.4,4.7,6.2,19.5,33.1,106050,81390,9174385500,None,3.5,108400,5,18399270,0.005763816,20.48631844,
Bachelor's degree,Personal Financial Advisors,0.3,3.9,10.7,5,51.8,22.8,5.6,4.2,15.7,28.4,200920,90640,24942208800,None,58,201120,5,18399270,0.010919998,20.48631844,
Bachelor's degree,Insurance Underwriters,0.6,13.3,19.3,8.7,46.5,9.1,2.5,13.9,28,11.6,89910,69760,6982410600,None,99,90310,5,18399270,0.004886607,20.48631844,
Bachelor's degree,Chemical Engineers,0.1,2.4,3.5,3.5,56.6,25.2,8.7,2.5,7,33.9,33500,102160,3766405000,None,1.7,31760,5,18399270,0.001820724,20.48631844,
Bachelor's degree,Set and Exhibit Designers,2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,11490,53090,684689100,None,0.55,11610,5,18399270,6.24E-04,20.48631844,
Bachelor's degree,Soil and Plant Scientists,0,0,0,0,53.5,30,16.5,0,0,46.5,14180,62430,980830600,None,2.1,14510,5,18399270,7.71E-04,20.48631844,
Bachelor's degree,Credit Analysts,0.4,8.6,21.1,7.9,45.1,15.9,0.9,9,29,16.8,74850,71290,6205065000,None,98,67750,5,18399270,0.004068096,20.48631844,
Bachelor's degree,Landscape Architects,0.2,1.5,4.1,2.8,48.8,35.2,7.4,1.7,6.9,42.6,19040,65760,1349555200,None,4.5,19050,5,18399270,0.001034824,20.48631844,
Bachelor's degree,Sales Managers,0.9,7.4,15.7,6.5,50.5,17.4,1.6,8.3,22.2,19,371410,121060,51124586500,Less than 5 years,1.3,365250,5,18399270,0.020186127,20.48631844,
Bachelor's degree,Public Relations and Fundraising Managers,0.2,1.5,7.6,2.8,58.5,25.5,3.8,1.7,10.4,29.3,67300,111280,8593537000,5 years or more,1.5,63950,5,18399270,0.003657754,20.48631844,
Bachelor's degree,Training and Development Specialists,1.9,11.4,21.6,10.1,35,18.2,1.9,13.3,31.7,20.1,280340,60360,18137998000,Less than 5 years,1.4,268770,5,18399270,0.015236474,20.48631844,
Bachelor's degree,Computer Hardware Engineers,0.2,4.9,11.5,7.4,47.4,24,4.7,5.1,18.9,28.7,66770,115120,7989030500,None,22,67110,5,18399270,0.003628948,20.48631844,
