"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","NPS_LANDED_WEIGHT_MTONS","NPS_LANDED_WEIGHT_PPP","NPS_EXVESSEL_REVENUE","NPS_CONFIDENTIAL_FLAG","SPS_LANDED_WEIGHT_MTONS","SPS_LANDED_WEIGHT_PPP","SPS_EXVESSEL_REVENUE","SPS_CONFIDENTIAL_FLAG","CWA_LANDED_WEIGHT_MTONS","CWA_LANDED_WEIGHT_PPP","CWA_EXVESSEL_REVENUE","CWA_CONFIDENTIAL_FLAG","CLW_LANDED_WEIGHT_MTONS","CLW_LANDED_WEIGHT_PPP","CLW_EXVESSEL_REVENUE","CLW_CONFIDENTIAL_FLAG","WA5_LANDED_WEIGHT_MTONS","WA5_LANDED_WEIGHT_PPP","WA5_EXVESSEL_REVENUE","WA5_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2011","W","OTHR","ECHN","RED SEA URCHIN","RURC",11.1,.59,14558,"",,,,"*",,,,"*",,,,"",,,,"",11.1,,14558,"*"
"2011","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",292.5,4.04,2607671,"",115,4.39,1113651,"",,,,"*",,,,"",,,,"",407.5,,3721322,"*"
"2011","W","OTHR","STRG","GREEN STURGEON","GSTG",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","OTHR","STRG","UNSP. STURGEON","USTG",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","OTHR","STRG","WHITE STURGEON","WSTG",.5,1.34,1534,"",,,,"*",17.4,2.59,99401,"",43.6,2.35,225830,"",,,,"",61.5,,326765,"*"
"2011","W","SAMN","....","CHINOOK SALMON","CHNK",603.7,2.69,3580125,"",519.9,1.94,2222270,"",368.7,3.28,2667810,"",927,2.38,4866587,"",8.1,6.72,120157,"",2427.4,,13456949,""
"2011","W","SAMN","....","CHUM SALMON","CHUM",1524.3,1.22,4111119,"",2113.7,1.16,5400068,"",118.7,.94,246091,"",93.8,1.23,255139,"",,,,"*",3850.5,,10012417,"*"
"2011","W","SAMN","....","COHO SALMON","COHO",573,1.58,1997033,"",353.1,1.51,1178917,"",692.2,1.72,2630197,"",106.7,1.49,350349,"",.8,1.73,2957,"",1725.8,,6159453,""
"2011","W","SAMN","....","PINK SALMON","PINK",6383.3,.48,6709032,"",1834.6,.48,1926760,"",134.3,.48,143412,"",274.3,.49,293487,"",,,,"*",8626.5,,9072691,"*"
"2011","W","SAMN","....","SOCKEYE SALMON","SOCK",611,1.69,2269892,"",106.7,1.71,403467,"",18.2,1.52,61092,"",83.7,1.71,315040,"",,,,"",819.6,,3049491,""
"2011","W","SAMN","....","STEELHEAD","STLH",22.4,1.98,97560,"",16.3,1.66,59634,"",100.3,2.33,516211,"",47.2,1.23,127741,"",,,,"*",186.2,,801146,"*"
"2011","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","CALIFORNIA MUSSEL","CMSL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","GEODUCK","GDUK",395.6,10.83,9449023,"",1971.8,10.37,45059688,"",,,,"*",,,,"",,,,"*",2367.4,,54508711,"*"
"2011","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2011","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"*",0,,0,"*"
"2011","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",,,,"*",4,1.06,9471,"",,,,"*",,,,"*",4,,9471,"*"
"2011","W","SRMP","....","OTHER SHRIMP","OSRM",37.9,1.19,99394,"",,,,"",,,,"",,,,"",,,,"",37.9,,99394,""
"2011","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",22.6,.52,25981,"",,,,"",,,,"*",,,,"*",,,,"",22.6,,25981,"*"
"2011","W","SRMP","....","SPOTTED PRAWN","SPRW",137.4,5.98,1812576,"",8.2,5.12,92563,"",22.8,6.88,344998,"",,,,"",,,,"*",168.4,,2250137,"*"
"2011","W","SRMP","....","UNSP. OCEAN SHRIMP","USRM",,,,"",,,,"*",,,,"",,,,"*",,,,"",0,,0,"*"
"2011","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",487.7,,1097500,"",582.4,,2920759,"",43720.4,,14445546,"",4639.9,,1930746,"",7.9,,179851,"",49438.3,,20574402,""
"2012","W","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",160.7,.41,146261,"",,,,"*",,,,"*",,,,"",160.7,,146261,"*"
"2012","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","CRAB","....","DUNGENESS CRAB","DCRB",3052.7,3.62,24339962,"",357.5,3.73,2936508,"",3656.8,3.54,28502922,"",662.2,3.3,4818307,"",,,,"*",7729.2,,60597699,"*"
"2012","W","CRAB","....","ROCK CRAB","RCRB",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",222.3,.13,61514,"",,,,"",,,,"*",,,,"*",,,,"",222.3,,61514,"*"
"2012","W","GRND","FLAT","DOVER SOLE","DOVR",301.2,.43,285493,"",,,,"",32.3,.39,28031,"",,,,"*",,,,"",333.5,,313524,"*"
"2012","W","GRND","FLAT","ENGLISH SOLE","EGLS",73.9,.35,57679,"",,,,"",,,,"*",,,,"*",,,,"",73.9,,57679,"*"
"2012","W","GRND","FLAT","PETRALE SOLE","PTRL",125.9,1.49,413065,"",,,,"",.9,1.66,3127,"",91.1,1.32,264917,"",,,,"",217.9,,681109,""
"2012","W","GRND","FLAT","REX SOLE","REX",42.3,.36,33632,"",,,,"",,,,"*",,,,"*",,,,"",42.3,,33632,"*"
"2012","W","GRND","FLAT","ROCK SOLE","RSOL",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","FLAT","STARRY FLOUNDER","STRY",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","FLAT","UNSP. FLATFISH","UFLT",.7,.3,471,"",,,,"",,,,"*",,,,"",,,,"",.7,,471,"*"
"2012","W","GRND","MGRN","SPINY DOGFISH","DSRK",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","MGRN","LONGNOSE SKATE","LSKT",46.1,.41,42054,"",,,,"",5,.22,2429,"",,,,"*",,,,"",51.1,,44483,"*"
"2012","W","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","MGRN","UNSP. SKATE","USKT",66.1,.36,52837,"",,,,"",1.7,.22,790,"",,,,"*",,,,"",67.8,,53627,"*"
"2012","W","GRND","ROCK","AURORA ROCKFISH","ARRA",.4,.5,435,"",,,,"",.5,.41,408,"",.9,.49,918,"",,,,"",1.8,,1761,""
"2012","W","GRND","ROCK","BOCACCIO","BCAC",.4,.46,433,"",,,,"",,,,"*",,,,"*",,,,"",.4,,433,"*"
"2012","W","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.4,.48,435,"",,,,"",.2,.42,214,"",.4,.49,431,"",,,,"",1,,1080,""
"2012","W","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","BLACKSPOTTED ROCKFISH","BSPR",.3,.48,269,"",,,,"",0,.49,29,"",.1,.56,65,"",,,,"",.4,,363,""
"2012","W","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.3,.47,273,"",,,,"",,,,"*",,,,"",,,,"",.3,,273,"*"
"2012","W","GRND","ROCK","CANARY ROCKFISH","CNRY",3.3,.52,3809,"",,,,"",,,,"*",1.4,.47,1481,"",,,,"",4.7,,5290,"*"
"2012","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",3.5,.55,4197,"",,,,"",1,.42,921,"",,,,"*",,,,"",4.5,,5118,"*"
"2012","W","GRND","ROCK","GREENSPOTTED ROCKFISH","GSPT",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",.1,.52,165,"",,,,"",.3,.59,395,"",,,,"*",,,,"",.4,,560,"*"
"2012","W","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","NOR. UNSP. SHELF ROCKFISH","NUSF",.3,.51,387,"",,,,"",,,,"",,,,"",,,,"",.3,,387,""
"2012","W","GRND","ROCK","NOR. UNSP. SLOPE ROCKFISH","NUSP",,,,"*",,,,"",,,,"*",.1,.98,247,"",,,,"",.1,,247,"*"
"2012","W","GRND","ROCK","NOR. UNSP. NEAR-SHORE ROCKFISH","NUSR",.1,.6,126,"",,,,"",,,,"*",,,,"*",,,,"",.1,,126,"*"
"2012","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",6.2,.55,7507,"",,,,"",6.2,.4,5553,"",,,,"*",,,,"",12.4,,13060,"*"
"2012","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",9.3,.75,15276,"",,,,"",4.3,.73,6936,"",3,.52,3442,"",,,,"",16.6,,25654,""
"2012","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",6.6,.43,6226,"",,,,"",,,,"",,,,"",,,,"",6.6,,6226,""
"2012","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",30.4,.7,46795,"",,,,"",18.9,.6,24977,"",17.3,.52,19693,"",,,,"",66.6,,91465,""
"2012","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.1,.73,200,"",,,,"",.1,.75,110,"",.6,.54,653,"",,,,"",.8,,963,""
"2012","W","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",1,.52,1172,"",,,,"",.3,.43,325,"",,,,"*",,,,"",1.3,,1497,"*"
"2012","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",.7,.53,772,"",,,,"",.7,.42,669,"",,,,"*",,,,"",1.4,,1441,"*"
"2012","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",2.8,.65,4083,"",,,,"",5.4,.46,5450,"",7.5,.5,8152,"",,,,"",15.7,,17685,""
"2012","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",39.2,.71,61663,"",,,,"",14.5,.76,24420,"",62.9,.51,70814,"",,,,"",116.6,,156897,""
"2012","W","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",41.8,.53,49014,"",,,,"",,,,"*",,,,"*",,,,"",41.8,,49014,"*"
"2012","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",0,.51,50,"",,,,"",,,,"",,,,"",,,,"",0,,50,""
"2012","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.1,.75,168,"",,,,"",,,,"*",,,,"*",,,,"",.1,,168,"*"
"2012","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",6.6,.54,7738,"",,,,"*",.8,1.53,2857,"",,,,"",,,,"*",7.4,,10595,"*"
"2012","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",624.1,.55,753707,"",,,,"",54.7,.4,48289,"",,,,"*",,,,"",678.8,,801996,"*"
"2012","W","GRND","ROND","LINGCOD","LCOD",81.8,.81,146800,"",,,,"*",4.7,1.11,11512,"",88,.75,146012,"",,,,"",174.5,,304324,"*"
"2012","W","GRND","ROND","PACIFIC COD","PCOD",223.4,.55,269997,"",,,,"",2,.53,2308,"",4.5,.57,5622,"",,,,"",229.9,,277927,""
"2012","W","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","GRND","ROND","SABLEFISH","SABL",328,4.31,3115723,"",,,,"",388.8,3.38,2896318,"",268.4,3.04,1801303,"",,,,"",985.2,,7813344,""
"2012","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","HMSP","TUNA","ALBACORE","ALBC",318.4,1.46,1027408,"",12.4,1.2,32736,"",5499.3,1.42,17182422,"",2948,1.57,10221806,"",,,,"",8778.1,,28464372,""
"2012","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","OTHR","....","MISC. FISH","MSC2",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","OTHR","....","UNSP. OCTOPUS","OCTP",1.2,.72,1833,"",,,,"",,,,"",,,,"*",,,,"",1.2,,1833,"*"
"2012","W","OTHR","....","PACIFIC HALIBUT","PHLB",142,5.94,1859432,"",1.4,5.05,15250,"",55.3,5.1,621635,"",15,5.07,167841,"",,,,"*",213.7,,2664158,"*"
"2012","W","OTHR","....","UNSP. SCULPIN","SCLP",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","OTHR","....","UNSP. SHAD","SHAD",,,,"*",,,,"",,,,"*",34.4,.24,17923,"",,,,"",34.4,,17923,"*"
"2012","W","OTHR","....","UNSP. SMELT","SMLT",12.4,.51,13793,"",45.1,.6,59899,"",,,,"*",,,,"",,,,"",57.5,,73692,"*"
"2012","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","OTHR","....","UNSP. HAGFISH","UHAG",87.9,.79,153338,"",,,,"",,,,"*",,,,"*",,,,"",87.9,,153338,"*"
"2012","W","OTHR","....","UNSP. SHARK","USRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",68.8,1.03,155944,"",,,,"*",,,,"",,,,"",,,,"",68.8,,155944,"*"
"2012","W","OTHR","ECHN","RED SEA URCHIN","RURC",24.1,.51,27106,"",93,.68,139773,"",,,,"",,,,"",,,,"",117.1,,166879,""
"2012","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",393.1,4.2,3643389,"",94.6,4.3,898010,"",,,,"*",,,,"",,,,"*",487.7,,4541399,"*"
"2012","W","OTHR","STRG","GREEN STURGEON","GSTG",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","OTHR","STRG","UNSP. STURGEON","USTG",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","OTHR","STRG","WHITE STURGEON","WSTG",.2,.28,114,"",1.4,1.61,4986,"",10.9,2.52,60622,"",39.8,2.63,230979,"",,,,"",52.3,,296701,""
"2012","W","SAMN","....","CHINOOK SALMON","CHNK",594.4,3.1,4056443,"",564,1.99,2468395,"",343.1,3.45,2607001,"",565.3,2.59,3233743,"",1.3,7.3,21609,"",2068.1,,12387191,""
"2012","W","SAMN","....","CHUM SALMON","CHUM",1704.2,.76,2838961,"",2768.2,.69,4227152,"",302.7,.7,465309,"",10.8,.55,13200,"",,,,"*",4785.9,,7544622,"*"
"2012","W","SAMN","....","COHO SALMON","COHO",545.3,1.77,2131693,"",640.2,1.84,2598093,"",417.2,1.75,1605975,"",48.5,1.63,173742,"",.3,1.67,991,"",1651.5,,6510494,""
"2012","W","SAMN","....","PINK SALMON","PINK",1.6,.42,1475,"",.5,.49,543,"",,,,"*",,,,"",,,,"",2.1,,2018,"*"
"2012","W","SAMN","....","SOCKEYE SALMON","SOCK",286.4,1.77,1120660,"",97,1.51,321970,"",4.6,1.99,20155,"",29.5,1.96,127650,"",,,,"",417.5,,1590435,""
"2012","W","SAMN","....","STEELHEAD","STLH",24.6,2.09,113437,"",19.4,2.2,93791,"",72.8,2.34,376243,"",25.5,1.28,71682,"",,,,"*",142.3,,655153,"*"
"2012","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","SHLL","CLAM","GEODUCK","GDUK",329.1,13.37,9700609,"",1591.7,11.49,40319262,"",,,,"*",,,,"",,,,"*",1920.8,,50019871,"*"
"2012","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",0,,0,"*"
"2012","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2012","W","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2012","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2012","W","SRMP","....","OTHER SHRIMP","OSRM",39.3,1.41,122167,"",,,,"",,,,"",,,,"",,,,"",39.3,,122167,""
"2012","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",75.2,.35,58620,"",,,,"",,,,"*",,,,"*",,,,"",75.2,,58620,"*"
"2012","W","SRMP","....","SPOTTED PRAWN","SPRW",136.3,6.7,2011965,"",9,4.1,81425,"",15.9,5.27,185227,"",,,,"",,,,"*",161.2,,2278617,"*"
"2012","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",367.2,,1133867,"",438.2,,2389323,"",51888.6,,18650263,"",9195.2,,3988730,"",3,,31998,"",61892.2,,26194181,""
"2013","W","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",98,.44,95405,"",,,,"*",,,,"",,,,"",98,,95405,"*"
"2013","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","CRAB","....","DUNGENESS CRAB","DCRB",3526.1,3.71,28864296,"",510.1,3.75,4219916,"",6339.8,2.81,39274768,"",2379,2.7,14156768,"",,,,"*",12755,,86515748,"*"
"2013","W","CRAB","TCRB","UNSP. TANNER CRAB","UTCR",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",,,,"*",,,,"",,,,"*",15.5,.11,3932,"",,,,"",15.5,,3932,"*"
"2013","W","GRND","FLAT","DOVER SOLE","DOVR",279.9,.43,266901,"",,,,"",,,,"*",167,.37,137536,"",,,,"*",446.9,,404437,"*"
"2013","W","GRND","FLAT","ENGLISH SOLE","EGLS",132.2,.35,101953,"",,,,"",,,,"*",,,,"*",,,,"*",132.2,,101953,"*"
"2013","W","GRND","FLAT","OTHER FLATFISH","OFLT",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","FLAT","PETRALE SOLE","PTRL",226.7,1.3,648649,"",,,,"",,,,"*",,,,"*",,,,"*",226.7,,648649,"*"
"2013","W","GRND","FLAT","REX SOLE","REX",34.8,.36,27718,"",,,,"",,,,"*",,,,"*",,,,"*",34.8,,27718,"*"
"2013","W","GRND","FLAT","ROCK SOLE","RSOL",5.3,.48,5594,"",,,,"",,,,"",,,,"*",,,,"",5.3,,5594,"*"
"2013","W","GRND","FLAT","STARRY FLOUNDER","STRY",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","MGRN","SPINY DOGFISH","DSRK",50.4,.28,30980,"",,,,"",75.5,.26,43106,"",,,,"*",,,,"",125.9,,74086,"*"
"2013","W","GRND","MGRN","LONGNOSE SKATE","LSKT",50.6,.41,45899,"",,,,"",12.3,.26,7135,"",24.7,.37,19910,"",,,,"",87.6,,72944,""
"2013","W","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","MGRN","UNSP. SKATE","USKT",58.7,.4,51615,"",,,,"",2.1,.26,1210,"",9.1,.36,7270,"",,,,"*",69.9,,60095,"*"
"2013","W","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","BOCACCIO","BCAC",.6,.48,611,"",,,,"",,,,"*",,,,"*",,,,"*",.6,,611,"*"
"2013","W","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.5,.48,514,"",,,,"",.3,.5,324,"",.9,.5,998,"",,,,"",1.7,,1836,""
"2013","W","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",.1,.91,181,"",,,,"",,,,"*",,,,"",,,,"",.1,,181,"*"
"2013","W","GRND","ROCK","BLACKSPOTTED ROCKFISH","BSPR",.2,.49,266,"",,,,"",0,.49,10,"",0,.53,23,"",,,,"",.2,,299,""
"2013","W","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.2,.54,243,"",,,,"",,,,"",,,,"",,,,"",.2,,243,""
"2013","W","GRND","ROCK","CANARY ROCKFISH","CNRY",2.6,.48,2737,"",,,,"",3.6,.53,4183,"",,,,"*",,,,"*",6.2,,6920,"*"
"2013","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",2.5,.53,2880,"",,,,"",1.3,.5,1458,"",,,,"*",,,,"",3.8,,4338,"*"
"2013","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",.3,.46,323,"",,,,"",,,,"*",,,,"*",,,,"*",.3,,323,"*"
"2013","W","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",.1,.72,225,"",,,,"",,,,"*",,,,"*",,,,"",.1,,225,"*"
"2013","W","GRND","ROCK","NOR. UNSP. SHELF ROCKFISH","NUSF",,,,"*",,,,"",,,,"*",.1,.02,7,"",,,,"",.1,,7,"*"
"2013","W","GRND","ROCK","NOR. UNSP. SLOPE ROCKFISH","NUSP",.1,.92,207,"",,,,"",,,,"*",,,,"*",,,,"",.1,,207,"*"
"2013","W","GRND","ROCK","NOR. UNSP. NEAR-SHORE ROCKFISH","NUSR",0,.8,52,"",,,,"",,,,"",,,,"*",,,,"",0,,52,"*"
"2013","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",4.5,.53,5273,"",,,,"",,,,"*",,,,"*",,,,"",4.5,,5273,"*"
"2013","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",11.8,.73,19098,"",,,,"",3.5,.76,5787,"",4.2,.48,4505,"",,,,"",19.5,,29390,""
"2013","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",,,,"*",,,,"",,,,"",,,,"",,,,"*",0,,0,"*"
"2013","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",30.8,.68,45933,"",,,,"",6.8,.71,10728,"",7.2,.51,8098,"",,,,"",44.8,,64759,""
"2013","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.3,.58,342,"",,,,"",.1,.54,61,"",,,,"*",,,,"*",.4,,403,"*"
"2013","W","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",.1,.55,134,"",,,,"",,,,"*",,,,"*",,,,"",.1,,134,"*"
"2013","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",0,,0,"*"
"2013","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",.8,.51,893,"",,,,"",,,,"*",,,,"*",,,,"",.8,,893,"*"
"2013","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",2.3,.59,3041,"",,,,"",1.5,.51,1721,"",6.1,.48,6513,"",,,,"",9.9,,11275,""
